"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"366",41,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",239,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"367",58,"blue-collar","single","basic","no","yes","no","cellular","may","wed",127,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"368",52,"blue-collar","divorced","basic","no","yes","no","cellular","apr","thu",291,1,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
"369",32,"admin.","married","professional.course","no","yes","no","cellular","jul","wed",173,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"370",51,"management","married","university.degree","no","yes","no","cellular","may","mon",131,2,4,"failure",-1.8,93.876,-40,0.697,5008.7,"no"
"371",31,"businessman","married","university.degree","no","yes","no","cellular","aug","fri",73,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"372",34,"technician","married","professional.course","no","yes","no","cellular","aug","fri",36,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"373",36,"admin.","married","university.degree","no","yes","no","cellular","may","fri",334,3,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"374",30,"services","divorced","basic","no","no","no","telephone","may","thu",177,1,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"375",51,"admin.","single","university.degree","no","yes","yes","cellular","jun","fri",263,2,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
"376",26,"blue-collar","married","basic","no","yes","no","cellular","jul","mon",159,2,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"377",39,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",217,3,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"378",41,"blue-collar","married","basic","no","no","no","telephone","may","tue",216,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"379",34,"technician","married","professional.course","no","yes","no","cellular","jul","wed",144,5,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"380",64,"unemployed","divorced","basic","no","yes","no","cellular","oct","wed",604,2,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,"no"
"381",35,"blue-collar","married","professional.course","no","yes","yes","telephone","may","wed",634,2,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"382",40,"blue-collar","married","basic","no","yes","no","cellular","jul","tue",107,4,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"383",33,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",690,1,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"384",74,"unemployed","married","university.degree","no","no","no","telephone","oct","mon",160,1,0,"nonexistent",-1.1,94.601,-49.5,0.977,4963.6,"no"
"385",40,"management","married","high.school","no","yes","no","cellular","aug","wed",286,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"386",46,"services","married","high.school","no","no","no","cellular","jul","mon",93,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"387",41,"businessman","divorced","professional.course","no","yes","no","cellular","jul","thu",72,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"388",44,"admin.","married","university.degree","no","yes","no","cellular","may","tue",201,1,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"389",29,"technician","single","professional.course","no","yes","no","cellular","may","mon",245,1,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"390",51,"blue-collar","divorced","basic","no","yes","no","cellular","may","tue",314,4,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"391",52,"blue-collar","married","basic","no","no","no","telephone","may","fri",136,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"392",27,"admin.","single","high.school","no","no","no","telephone","apr","thu",198,3,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"393",44,"businessman","married","basic","no","yes","no","telephone","jun","tue",249,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"394",34,"unemployed","married","basic","no","no","no","cellular","may","mon",123,2,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"395",23,"student","single","high.school","no","yes","no","cellular","oct","mon",226,2,1,"failure",-1.1,94.601,-49.5,1.032,4963.6,"no"
"396",30,"technician","single","professional.course","no","no","no","cellular","jul","tue",136,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"397",26,"student","single","high.school","no","yes","no","cellular","may","mon",113,2,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"398",35,"technician","married","university.degree","no","yes","no","cellular","may","mon",262,3,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"399",24,"technician","single","university.degree","no","no","no","cellular","jul","wed",141,4,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"400",36,"admin.","married","high.school","no","no","no","telephone","may","thu",263,3,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"401",24,"technician","single","university.degree","no","no","no","cellular","jul","thu",299,3,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"402",31,"management","married","university.degree","no","yes","no","cellular","aug","wed",181,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"403",41,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",206,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"404",39,"unemployed","married","university.degree","no","yes","no","telephone","may","thu",168,2,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"405",33,"technician","married","professional.course","no","no","no","cellular","apr","thu",285,1,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes"
"406",34,"blue-collar","married","professional.course","no","yes","no","cellular","nov","tue",135,3,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"407",51,"blue-collar","married","high.school","no","no","no","cellular","nov","fri",11,4,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"408",34,"blue-collar","single","basic","no","yes","yes","cellular","jul","wed",195,1,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"409",33,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",275,6,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"410",37,"management","married","university.degree","no","yes","no","cellular","jul","fri",292,1,1,"success",-1.7,94.215,-40.3,0.896,4991.6,"yes"
"411",33,"blue-collar","married","basic","no","no","yes","telephone","jul","mon",9,1,0,"nonexistent",-1.7,94.215,-40.3,0.827,4991.6,"no"
"412",36,"housemaid","married","basic","no","no","no","cellular","aug","mon",73,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"413",43,"services","married","high.school","no","no","no","cellular","nov","thu",81,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"414",47,"blue-collar","married","basic","no","yes","yes","cellular","jul","mon",298,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"415",32,"admin.","married","university.degree","no","yes","yes","cellular","aug","wed",224,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"416",42,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1013,3,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"yes"
"417",36,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",248,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"418",31,"blue-collar","single","basic","no","no","no","telephone","apr","thu",285,2,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
"419",41,"admin.","divorced","basic","no","no","no","telephone","jul","mon",141,1,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"420",31,"technician","married","basic","no","no","yes","cellular","jul","thu",1319,5,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
"421",36,"technician","single","professional.course","no","no","no","cellular","jun","fri",146,2,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
"422",46,"services","married","basic","no","no","yes","cellular","may","wed",227,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"423",35,"admin.","divorced","high.school","no","no","no","cellular","nov","mon",49,3,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"424",30,"technician","married","high.school","no","yes","no","telephone","may","thu",212,6,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"425",35,"technician","single","university.degree","no","yes","no","telephone","may","wed",294,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"426",35,"management","single","high.school","no","yes","yes","cellular","may","fri",130,2,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"427",37,"admin.","single","high.school","no","yes","no","telephone","jul","tue",49,4,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"428",31,"admin.","single","university.degree","no","no","no","telephone","may","mon",237,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"429",49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu",388,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"430",33,"blue-collar","divorced","basic","no","yes","no","telephone","jun","thu",155,1,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"431",35,"blue-collar","married","basic","no","yes","no","telephone","may","fri",115,6,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"432",39,"technician","single","university.degree","no","yes","yes","cellular","apr","mon",861,6,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"433",34,"technician","married","basic","no","yes","no","cellular","may","mon",95,1,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"434",32,"admin.","single","high.school","no","no","yes","telephone","jun","fri",180,2,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"435",53,"businessman","married","university.degree","no","no","no","cellular","aug","fri",59,3,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"436",30,"technician","married","university.degree","no","yes","no","telephone","jul","wed",31,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"437",44,"blue-collar","married","high.school","no","no","no","cellular","apr","mon",271,2,1,"failure",-1.8,93.075,-47.1,1.466,5099.1,"no"
"438",50,"admin.","married","basic","no","no","no","cellular","aug","thu",23,14,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"439",56,"unemployed","married","high.school","no","yes","no","telephone","may","mon",167,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"440",58,"unemployed","divorced","high.school","no","yes","no","cellular","jun","tue",145,2,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
"441",40,"technician","single","university.degree","no","no","no","cellular","nov","mon",130,1,2,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"442",31,"blue-collar","married","basic","no","no","no","cellular","jul","fri",103,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"443",41,"admin.","married","high.school","no","yes","no","cellular","may","tue",181,1,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"444",31,"blue-collar","single","high.school","no","yes","no","cellular","may","thu",361,1,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"445",39,"services","married","high.school","no","yes","yes","cellular","may","tue",200,1,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"446",37,"admin.","married","high.school","no","yes","no","telephone","may","mon",166,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"447",50,"technician","married","university.degree","no","yes","no","cellular","jul","fri",367,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"448",31,"admin.","married","university.degree","no","no","no","telephone","may","wed",197,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"449",35,"services","married","professional.course","no","yes","no","cellular","apr","thu",218,2,1,"success",-1.8,93.749,-34.6,0.644,5008.7,"yes"
"450",52,"management","married","university.degree","no","yes","no","telephone","may","fri",412,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"451",33,"management","married","university.degree","no","no","no","telephone","may","thu",166,3,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"452",32,"blue-collar","married","basic","no","no","no","cellular","may","mon",299,3,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"453",35,"management","married","university.degree","no","yes","no","cellular","apr","thu",584,1,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"454",54,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",204,1,1,"failure",-2.9,92.201,-31.4,0.849,5076.2,"no"
"455",52,"management","married","professional.course","no","yes","yes","telephone","may","tue",280,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"456",32,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",131,1,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,"no"
"457",36,"admin.","single","high.school","no","yes","no","cellular","may","thu",27,1,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"458",27,"admin.","married","professional.course","no","no","no","cellular","may","thu",584,1,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"459",39,"blue-collar","single","basic","no","yes","no","cellular","nov","mon",78,2,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"460",34,"businessman","married","university.degree","no","no","yes","cellular","apr","fri",77,3,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"461",35,"blue-collar","married","basic","no","yes","no","telephone","may","wed",162,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"462",32,"admin.","single","university.degree","no","no","no","telephone","may","wed",180,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"463",42,"technician","married","professional.course","no","no","no","cellular","aug","wed",96,1,1,"failure",-2.9,92.201,-31.4,0.879,5076.2,"no"
"464",42,"admin.","married","high.school","no","no","no","cellular","nov","mon",651,2,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"465",37,"management","single","university.degree","no","yes","no","telephone","may","fri",415,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"466",34,"admin.","married","university.degree","no","yes","yes","cellular","nov","fri",85,3,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"467",27,"admin.","single","high.school","no","yes","no","cellular","jul","thu",130,1,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"468",35,"admin.","married","university.degree","no","no","no","telephone","may","tue",235,4,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"469",22,"blue-collar","single","basic","no","yes","no","telephone","jul","mon",110,7,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"470",45,"housemaid","divorced","university.degree","no","yes","no","telephone","may","thu",105,1,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"471",29,"blue-collar","married","high.school","no","yes","no","telephone","jul","wed",42,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"472",59,"technician","married","professional.course","no","yes","no","telephone","aug","wed",240,3,1,"failure",-2.9,92.201,-31.4,0.834,5076.2,"no"
"473",43,"admin.","married","professional.course","no","yes","no","telephone","jun","thu",193,2,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"474",47,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",181,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"475",41,"blue-collar","divorced","basic","no","yes","no","cellular","may","thu",102,1,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"476",46,"businessman","married","university.degree","no","yes","no","cellular","nov","tue",148,2,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"477",32,"services","married","high.school","no","yes","yes","telephone","may","wed",184,9,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"478",29,"technician","married","university.degree","no","no","no","cellular","apr","mon",135,3,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"no"
"479",33,"admin.","married","university.degree","no","no","no","cellular","apr","thu",157,6,0,"nonexistent",-1.8,93.749,-34.6,0.659,5008.7,"no"
"480",31,"student","single","university.degree","no","no","no","cellular","jul","fri",608,3,2,"success",-1.7,94.215,-40.3,0.885,4991.6,"yes"
"481",27,"blue-collar","single","basic","no","yes","no","cellular","may","tue",339,2,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"482",25,"student","single","high.school","no","no","no","cellular","nov","thu",244,1,0,"nonexistent",-1.1,94.767,-50.8,1.041,4963.6,"yes"
"483",34,"technician","married","university.degree","no","yes","no","cellular","nov","wed",686,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
"484",35,"admin.","married","high.school","no","no","no","telephone","may","mon",165,5,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"485",34,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",455,3,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
"486",33,"blue-collar","single","basic","no","no","yes","cellular","may","tue",807,3,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"487",54,"businessman","married","high.school","no","yes","no","cellular","aug","thu",204,4,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"488",30,"blue-collar","married","basic","no","yes","no","cellular","nov","wed",175,1,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"489",40,"blue-collar","married","basic","no","no","no","telephone","jun","mon",258,2,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"490",37,"technician","single","high.school","no","yes","no","cellular","apr","thu",44,2,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"491",34,"housemaid","divorced","university.degree","no","yes","yes","cellular","apr","fri",73,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"492",59,"unemployed","married","university.degree","no","yes","no","cellular","aug","thu",17,18,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"493",25,"admin.","single","university.degree","no","yes","no","cellular","sep","thu",420,1,1,"success",-3.4,92.379,-29.8,0.809,5017.5,"no"
"494",58,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",344,2,0,"nonexistent",-1.1,94.767,-50.8,1.041,4963.6,"yes"
"495",33,"technician","married","university.degree","no","yes","no","cellular","may","mon",182,1,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"496",39,"blue-collar","married","basic","no","no","no","telephone","may","thu",393,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"497",30,"technician","single","high.school","no","no","no","cellular","aug","mon",638,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"498",33,"management","married","university.degree","no","no","no","telephone","may","fri",21,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"499",41,"technician","married","professional.course","no","yes","no","telephone","may","wed",446,2,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"500",36,"management","married","university.degree","no","yes","no","telephone","may","fri",170,4,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"501",44,"businessman","married","university.degree","no","yes","yes","cellular","nov","thu",96,1,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"502",57,"unemployed","married","basic","no","yes","yes","telephone","apr","tue",1348,4,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
"503",41,"businessman","single","university.degree","no","yes","yes","telephone","may","wed",23,17,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"504",41,"businessman","married","university.degree","no","yes","no","cellular","aug","thu",324,1,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
"505",33,"services","married","professional.course","no","yes","yes","cellular","aug","thu",331,1,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"506",32,"technician","single","high.school","no","no","no","telephone","jul","wed",40,5,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"507",45,"unemployed","married","university.degree","no","no","no","telephone","may","tue",550,2,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"508",29,"technician","single","university.degree","no","no","no","cellular","jun","thu",442,3,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
"509",35,"technician","single","basic","no","no","no","cellular","nov","wed",178,1,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
"510",35,"admin.","married","university.degree","no","yes","no","cellular","sep","wed",110,2,2,"failure",-1.1,94.199,-37.5,0.886,4963.6,"no"
"511",45,"admin.","married","university.degree","no","no","no","cellular","aug","fri",27,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"512",34,"technician","married","professional.course","no","no","yes","telephone","may","fri",388,2,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"513",41,"technician","married","professional.course","no","yes","no","cellular","nov","mon",545,2,0,"nonexistent",-1.1,94.767,-50.8,1.039,4963.6,"yes"
"514",50,"blue-collar","married","basic","no","yes","no","cellular","may","wed",146,1,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"515",28,"management","single","basic","no","yes","no","telephone","may","thu",166,1,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"516",33,"admin.","married","university.degree","no","yes","no","telephone","may","thu",139,2,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"517",43,"blue-collar","married","basic","no","no","no","telephone","may","fri",218,3,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"518",42,"services","married","university.degree","no","no","no","cellular","dec","wed",179,1,1,"success",-3,92.713,-33,0.715,5023.5,"yes"
"519",29,"student","single","university.degree","no","yes","no","cellular","jul","thu",489,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"520",31,"housemaid","single","high.school","no","yes","no","cellular","jul","wed",125,3,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"521",31,"admin.","single","high.school","no","yes","no","cellular","jul","thu",304,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"522",28,"blue-collar","married","basic","no","no","no","cellular","may","tue",189,1,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"523",43,"admin.","married","university.degree","no","yes","yes","telephone","jul","tue",377,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"524",44,"admin.","single","high.school","no","yes","no","cellular","may","wed",728,1,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"525",43,"admin.","married","high.school","no","yes","no","cellular","jul","mon",128,22,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"526",41,"unemployed","single","basic","no","yes","no","cellular","oct","fri",278,1,0,"nonexistent",-1.1,94.601,-49.5,0.942,4963.6,"no"
"527",31,"admin.","single","university.degree","no","no","no","telephone","aug","tue",387,1,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
"528",59,"admin.","married","university.degree","no","yes","yes","telephone","may","thu",29,9,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"529",24,"student","single","high.school","no","no","no","cellular","jun","tue",292,1,1,"failure",-1.7,94.055,-39.8,0.737,4991.6,"yes"
"530",31,"blue-collar","single","basic","no","no","no","telephone","jun","wed",767,2,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
"531",38,"admin.","single","high.school","no","yes","yes","cellular","nov","thu",1476,4,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"532",37,"management","divorced","university.degree","no","yes","no","cellular","may","mon",176,1,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"533",33,"admin.","married","university.degree","no","yes","no","telephone","jul","fri",52,4,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"534",27,"admin.","single","university.degree","no","yes","yes","cellular","jul","mon",150,4,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"535",34,"services","married","high.school","no","no","no","telephone","may","thu",285,1,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"536",30,"admin.","married","high.school","no","no","no","cellular","jul","wed",227,1,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"537",31,"unemployed","single","basic","no","no","no","cellular","nov","fri",12,8,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"538",56,"management","married","university.degree","no","no","yes","telephone","may","wed",171,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"539",52,"services","married","high.school","no","no","no","cellular","jul","wed",183,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"540",30,"technician","married","professional.course","no","yes","no","telephone","jul","thu",501,2,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
"541",34,"blue-collar","married","basic","no","no","no","telephone","jun","fri",381,3,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
"542",31,"admin.","married","high.school","no","no","no","cellular","oct","thu",142,1,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
"543",33,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",482,1,1,"success",-1.1,94.767,-50.8,1.049,4963.6,"yes"
"544",33,"admin.","single","university.degree","no","yes","yes","telephone","apr","wed",117,1,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"545",30,"technician","single","university.degree","no","yes","no","cellular","aug","mon",14,13,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"546",28,"admin.","single","university.degree","no","no","no","cellular","apr","fri",69,1,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"547",24,"technician","single","professional.course","no","no","no","telephone","may","tue",240,4,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"548",41,"blue-collar","married","basic","no","yes","yes","cellular","may","wed",389,2,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"549",26,"admin.","married","high.school","no","no","no","telephone","may","thu",326,4,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"550",45,"housemaid","single","basic","no","no","no","telephone","sep","mon",569,4,0,"nonexistent",-3.4,92.379,-29.8,0.797,5017.5,"yes"
"551",41,"technician","married","high.school","no","no","no","cellular","aug","mon",697,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes"
"552",25,"technician","single","high.school","no","yes","no","cellular","may","fri",581,3,2,"failure",-1.8,93.876,-40,0.699,5008.7,"no"
"553",33,"admin.","single","high.school","no","yes","no","cellular","may","tue",659,1,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"554",34,"technician","married","basic","no","no","no","cellular","may","mon",103,1,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"555",36,"technician","single","high.school","no","yes","no","cellular","jul","wed",243,1,1,"failure",-2.9,92.469,-33.6,1.029,5076.2,"no"
"556",75,"unemployed","married","university.degree","no","yes","no","cellular","jul","thu",229,1,2,"failure",-1.7,94.215,-40.3,0.81,4991.6,"no"
"557",38,"management","married","university.degree","no","no","yes","cellular","nov","fri",79,1,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"558",58,"blue-collar","married","professional.course","no","no","no","telephone","jun","fri",15,12,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"559",30,"admin.","married","high.school","no","yes","no","cellular","jul","fri",53,6,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
